epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.052,0.29,0.71,0.29,-0.18000541627407074,0.19892059569247067,0.20911684352899787,6.466546848429134,0.4368140017491711,140.55564907997905,6.992968534883136
0.053,0.24,0.76,0.24,-0.213126078248024,0.2130872257333249,0.20857242616817784,6.483972035566112,0.4319511153083089,137.9979215200001,4.3947048357752765
0.054,0.3,0.7,0.3,-0.19855189323425293,0.21124688139883802,0.22487062278560122,6.511624329664046,0.4521490394726503,137.5227375603572,3.6924224575974414
0.055,0.22,0.78,0.22,-0.1623987853527069,0.24781010542064905,0.20133997024970482,6.504170041398611,0.4405159457628438,138.7159258995962,5.626190575960637
0.056,0.25,0.75,0.25,-0.19580203294754028,0.24045871608890593,0.21244072248226922,6.517275374619057,0.40989260856073473,140.1164057101414,7.132169495464964
0.057,0.16,0.84,0.16,-0.18495890498161316,0.27134722712915393,0.19463753820306198,6.549790665192996,0.399774244590278,138.89134298049612,5.687599581406677
0.058,0.23,0.77,0.23,-0.15218164026737213,0.2520689350599423,0.20304564462747568,6.613025118935621,0.40686069181576323,140.86028109006293,6.491998104458106
0.059,0.28,0.72,0.28,-0.21482741832733154,0.25139708116766996,0.23019312279146828,6.634403864623746,0.431861318816435,138.5271543898125,4.609521307671751
0.06,0.21,0.79,0.21,-0.17183919250965118,0.2648435087325561,0.21415582336433753,6.660689071735833,0.3873436477118161,140.9456869099813,6.813420676135349
0.061,0.23,0.77,0.23,-0.1789402961730957,0.2584078571014106,0.2158569130143386,6.715747868046164,0.41359301646262747,139.93785347069206,6.343351434443296
0.062,0.25,0.75,0.25,-0.21616485714912415,0.26441689335159024,0.24115729969642236,6.7290649215842135,0.429644232200402,138.6326453696529,5.202745728763183
0.063,0.24,0.76,0.24,-0.18151631951332092,0.2631985046202317,0.23749108370817681,6.814897863935912,0.46965337656371775,140.0053548901633,7.284310614362563
0.064,0.24,0.76,0.24,-0.17306818068027496,0.2643011345533887,0.2231988503672865,6.829591985167935,0.428325362103313,138.88404080011242,5.544703119627509
0.065,0.26,0.74,0.26,-0.1647605299949646,0.23895351570739876,0.2313567968504374,6.858630851608468,0.4708421476989917,138.09395303964266,5.2292796045013095
0.066,0.22,0.78,0.22,-0.18452821671962738,0.27752476843073964,0.23513034947016545,6.872327482876135,0.45852060696555186,143.84122214956733,7.59066613877795
0.067,0.26,0.74,0.26,-0.2001345008611679,0.2514212668384425,0.24447844391739978,6.936624803143786,0.45561253180395384,137.97210317010467,4.702726866072444
0.068,0.25,0.75,0.25,-0.2038148194551468,0.2527239027572796,0.253891974501451,7.030221714737126,0.4610740565635199,141.0617213603109,6.99478148152753
0.069,0.26,0.74,0.26,-0.22328591346740723,0.253945368824061,0.23998593666846044,6.97510558505659,0.40654446171269193,138.6285843799851,5.059167783651887
0.07,0.29,0.71,0.29,-0.19658078253269196,0.25718175081536176,0.2568342012261053,7.005892960745841,0.45229308742636515,137.44248759030597,2.911391754957802
0.071,0.23,0.77,0.23,-0.2566787004470825,0.2944775535093504,0.27213906078383837,7.037371443524026,0.5385698266719784,139.45409442007076,5.48559591804275
0.072,0.2,0.8,0.2,-0.19875793159008026,0.3066376340237912,0.2799798965740477,7.029381522823823,0.5307634229770557,139.28752414038172,6.462828559287731
