Algorithm,Method,SourceFile,Run,Seed,SimSteps,Dt,ObsUpdateSteps,RunMinDistance,SafetyViolation,Collision,FirstCollisionStep,CollisionSteps,RunMaxComputeTimeMs,RunMeanComputeTimeMs,WallTimeS,TotalControlEffort,TotalFullCost,TerminalFullCost,TotalTrackingControlCost,TerminalTrackingCost,TotalQRStageCost,TotalQSigmaInvStageCost,MovingCollisionRadius,MovingSafeRadius,DroneRadius,DrEpsCvar,CvarAlpha,CvarN,RiskCostA,RiskCostCu,SigmaCp,Nmc,OmegaSoft,OmegaHard
DRMPPI,drmppi,DR_mppi_crazyflie.py,75,725704790,520,0.02,15,0.08632497390393147,0.0,0.0,-1,0,47.13372699916363,30.756472548595273,16.602027365006506,58.5750273036265,2484.464922462617,0.23736839476308833,1790.658618050795,0.23736839476308833,1790.658618050795,1790.658618050795,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,75,1864597479,520,0.02,15,0.08021735937411677,0.0,0.0,-1,0,91.51691407896578,31.75657322997442,17.11906271893531,57.43455049409311,8983.584162249586,0.24511714262692366,1188.484177694474,0.24511714262692366,1188.484177694474,1188.484177694474,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,76,1248844022,520,0.02,15,0.040485008206110104,1.0,1.0,55,20,39.52676500193775,27.202312069801756,14.69955958914943,49.39408532566594,14875.069109024476,3.520285589796178,1767.227982926373,3.520285589796178,1767.227982926373,1767.227982926373,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,76,1024689542,520,0.02,15,0.08569055557492632,0.0,0.0,-1,0,32.82947791740298,27.830118644767655,15.06361141288653,52.835186107199576,1437.2223152686988,0.9980072674391288,1370.9727576415796,0.9980072674391288,1370.9727576415796,1370.9727576415796,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,76,1262611793,520,0.02,15,0.09457021081394801,0.0,0.0,-1,0,48.93669602461159,28.17419361627589,15.252621459076181,55.11938374648733,3110.561100759082,0.10188228939764712,1848.4157676045204,0.10188228939764712,1848.4157676045204,1848.4157676045204,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,76,362599693,520,0.02,15,0.07795006733581537,1.0,1.0,385,4,86.03794081136584,30.973378520082825,16.71489809616469,56.07781251313911,11608.730056631539,0.4615196969759716,1198.32533900144,0.4615196969759716,1198.32533900144,1198.32533900144,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,77,266665320,520,0.02,15,0.056466765453880366,1.0,1.0,56,19,51.051500951871276,27.976931169038064,15.118323497008532,48.32885224561802,15017.888706932777,3.476182805754273,1719.4547333393969,3.476182805754273,1719.4547333393969,1719.4547333393969,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,77,1146707564,520,0.02,15,0.07944523533533002,1.0,1.0,477,2,41.84247297234833,29.60149240321838,15.995437714038417,52.344367252309134,1472.9575658793779,0.11814758392478303,1240.7915539451096,0.11814758392478303,1240.7915539451096,1240.7915539451096,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,77,1211918957,520,0.02,15,0.09360108680396265,0.0,0.0,-1,0,34.88095197826624,31.70888213476596,17.058529610047117,56.30350649097775,4422.526738521782,0.16959620910393328,1766.756780797593,0.16959620910393328,1766.756780797593,1766.756780797593,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,77,914466991,520,0.02,15,0.06161825951756237,1.0,1.0,50,24,35.10804707184434,31.78248792537488,17.100992053980008,56.00635755990456,16894.55467767186,0.28331694170901617,1060.4899361771268,0.28331694170901617,1060.4899361771268,1060.4899361771268,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,78,1501800953,520,0.02,15,0.05472791468969192,1.0,1.0,54,18,31.802379060536623,29.175259466641226,15.697292989119887,48.479554851160614,15229.666132152022,3.682590868949677,1759.730256641199,3.682590868949677,1759.730256641199,1759.730256641199,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,78,350103392,520,0.02,15,0.07717803591034512,1.0,1.0,163,5,40.980918100103736,30.676296587066297,16.525995316915214,52.89141071125579,1508.9558466714718,0.15882704003552298,1249.692515554161,0.15882704003552298,1249.692515554161,1249.692515554161,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,78,959883461,520,0.02,15,0.08344924191446526,0.0,0.0,-1,0,34.102058969438076,31.08910638704681,16.739250377984717,56.38354125726833,2553.085516635897,0.09889553618247937,1629.5876231976551,0.09889553618247937,1629.5876231976551,1629.5876231976551,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,78,356219371,520,0.02,15,0.0735703728477413,1.0,1.0,49,6,35.15415103174746,31.37281153512259,16.894174172077328,59.08006770664597,12505.987306670995,0.8047827882290735,1213.4981064035692,0.8047827882290735,1213.4981064035692,1213.4981064035692,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,79,893996554,520,0.02,15,0.05344598860127729,1.0,1.0,54,26,31.806882936507463,28.239751239575874,15.222419666824862,48.578436435755265,15250.641963434451,3.515190400163361,1706.15187329269,3.515190400163361,1706.15187329269,1706.15187329269,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,79,554373264,520,0.02,15,0.07658563028016886,1.0,1.0,267,4,39.737296057865024,30.543610926430958,16.466331494040787,53.643191647065436,1441.9177105071883,0.8424947849955541,1302.6487366275114,0.8424947849955541,1302.6487366275114,1302.6487366275114,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,79,1517788887,520,0.02,15,0.08803442980934283,0.0,0.0,-1,0,37.309780018404126,29.538122366200415,15.967391016893089,54.65135510708031,2941.5936447262666,0.21323562237184282,1717.866559957936,0.21323562237184282,1717.866559957936,1717.866559957936,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,79,2025273723,520,0.02,15,0.06862397936100886,1.0,1.0,49,18,45.846098102629185,31.247797428379553,16.840777861885726,58.8692794035569,12978.770182402252,0.7470568461931325,1148.8016767189886,0.7470568461931325,1148.8016767189886,1148.8016767189886,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,80,1506047923,520,0.02,15,0.049870977588517926,1.0,1.0,55,21,31.87447995878756,29.250110294043015,15.727017978904769,48.291621968203465,15122.528944586395,3.2345645549553748,1672.1810466431361,3.2345645549553748,1672.1810466431361,1672.1810466431361,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,80,2119151770,520,0.02,15,0.08864334841180123,0.0,0.0,-1,0,34.79228704236448,31.436095082272704,16.901375663932413,51.85073543921296,1549.789262615746,0.014682949184036035,1470.9995171065545,0.014682949184036035,1470.9995171065545,1470.9995171065545,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,80,256588160,520,0.02,15,0.08026519702349279,0.0,0.0,-1,0,35.186676075682044,31.290268358470012,16.84374338714406,55.1221882605393,3360.373034802961,0.02859744595449274,1626.6007132848315,0.02859744595449274,1626.6007132848315,1626.6007132848315,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,80,1511112118,520,0.02,15,0.07098397026203278,1.0,1.0,50,6,35.45616287738085,31.694814334892165,17.05463242297992,57.738015617295915,13089.190496623123,0.0848889648467784,1292.6493885184877,0.0848889648467784,1292.6493885184877,1292.6493885184877,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,81,618892199,520,0.02,15,0.05033258364980662,1.0,1.0,55,15,32.01862098649144,27.87467368090382,15.041260394034907,47.889815082422984,14900.047919290644,2.979803336716848,1734.3090146516954,2.979803336716848,1734.3090146516954,1734.3090146516954,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,81,1552968719,520,0.02,15,0.06691196297409858,1.0,1.0,50,11,54.95114508084953,30.47720550854977,16.4501499729231,51.806987398135334,1573.2702578890646,0.14265641628621945,1266.0573796979297,0.14265641628621945,1266.0573796979297,1266.0573796979297,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,81,1066920603,520,0.02,15,0.09549000879330875,0.0,0.0,-1,0,84.77150183171034,31.21833410785677,16.843934594886377,55.04844026705268,3510.611652706488,0.2148996852229106,1740.7654346170543,0.2148996852229106,1740.7654346170543,1740.7654346170543,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,81,1573027062,520,0.02,15,0.07620227066688662,1.0,1.0,393,3,41.85400088317692,31.125052887140416,16.784246629104018,55.84869049838578,14019.241871459091,0.12543976678741953,1226.419184708889,0.12543976678741953,1226.419184708889,1226.419184708889,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,82,251207300,520,0.02,15,0.061603927227965205,1.0,1.0,55,19,32.30572282336652,28.69734703294503,15.464151866966859,48.49327227561949,15236.181929424181,3.5876665705886612,1805.1545146877759,3.5876665705886612,1805.1545146877759,1805.1545146877759,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,82,1111098414,520,0.02,15,0.08001874763733055,0.0,0.0,-1,0,35.00751103274524,31.624991077786454,17.017916711978614,52.754120026756155,1614.323740196238,0.1904048729226909,1408.5628985536366,0.1904048729226909,1408.5628985536366,1408.5628985536366,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,82,873636115,520,0.02,15,0.0913075323945039,0.0,0.0,-1,0,34.847395960241556,31.498087523952844,16.957571473903954,57.696089445482386,3527.272261681471,0.02102980893788279,1868.9162047306095,0.02102980893788279,1868.9162047306095,1868.9162047306095,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,82,381020095,520,0.02,15,0.05696901230911428,1.0,1.0,262,8,35.86033405736089,33.005315931334806,17.717960862908512,64.08951442550124,12614.24207724027,0.9184551573920634,1294.4301681951192,0.9184551573920634,1294.4301681951192,1294.4301681951192,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,83,456038052,520,0.02,15,0.059208207153384096,1.0,1.0,53,17,31.97497990913689,29.220468507040867,15.73517154995352,48.76155890463058,14969.85848138431,3.794993715841981,1756.0649011396604,3.794993715841981,1756.0649011396604,1756.0649011396604,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,83,1884730877,520,0.02,15,0.08075543114303536,0.0,0.0,-1,0,34.51868402771652,31.500567771189917,16.952501770108938,51.596563497515945,1581.275784849591,0.07353775076887156,1346.80199556531,0.07353775076887156,1346.80199556531,1346.80199556531,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,83,1413668945,520,0.02,15,0.09181880078810388,0.0,0.0,-1,0,35.11571581475437,31.181239834180676,16.810441903071478,56.58656684973078,3007.3495838449676,0.11240993566846455,1924.2581092326263,0.11240993566846455,1924.2581092326263,1924.2581092326263,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,83,1890623891,520,0.02,15,0.07696289149818225,1.0,1.0,50,5,35.323248943313956,32.520436756581496,17.472744808066636,53.933089903067,12824.268343582156,0.16644260849347323,1034.820646901892,0.16644260849347323,1034.820646901892,1034.820646901892,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,84,1316924057,520,0.02,15,0.055381245758170765,1.0,1.0,54,19,31.85856807976961,28.264719110358364,15.247234980110079,48.238812424695226,15102.207377556846,3.510722779254968,1739.7625786843082,3.510722779254968,1739.7625786843082,1739.7625786843082,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,84,1523713848,520,0.02,15,0.08082118945836406,0.0,0.0,-1,0,36.47289099171758,31.582285963500347,16.998899686848745,51.40988282253651,1634.548611364071,0.15435048926297698,1388.9642315266087,0.15435048926297698,1388.9642315266087,1388.9642315266087,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,84,1898326207,520,0.02,15,0.08637628805860383,0.0,0.0,-1,0,35.3696730453521,30.35061474970112,16.385028945980594,54.89115418687619,3141.9189643173336,0.699082394969538,1692.4839342509986,0.699082394969538,1692.4839342509986,1692.4839342509986,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,84,2004523098,520,0.02,15,0.0668737807947863,1.0,1.0,49,17,55.063349194824696,31.28112452597214,16.86701201298274,56.81973992440903,16272.80445187013,0.7053042273381904,1071.1193425089673,0.7053042273381904,1071.1193425089673,1071.1193425089673,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,85,119587632,520,0.02,15,0.05024920802582475,1.0,1.0,54,21,37.70820586942136,28.17739766055288,15.2024418679066,47.94264395088155,14949.249290961096,3.611750845083389,1698.4479620482466,3.611750845083389,1698.4479620482466,1698.4479620482466,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,85,2104530023,520,0.02,15,0.08657690244081526,0.0,0.0,-1,0,34.79279298335314,31.851348110761208,17.110693474998698,52.08134895991556,1440.8223482159824,0.045578110154113866,1385.360078520932,0.045578110154113866,1385.360078520932,1385.360078520932,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,85,1257243612,520,0.02,15,0.09328900260806329,0.0,0.0,-1,0,34.76937813684344,31.57070935211288,16.986320914002135,55.59509062374627,3884.256869576413,0.07257435450252432,1778.8593752028683,0.07257435450252432,1778.8593752028683,1778.8593752028683,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,85,1081206008,520,0.02,15,0.07257639211428843,1.0,1.0,50,17,35.154824145138264,32.68602595960077,17.54163573309779,56.64438819873795,23440.31946621388,0.10532552797253303,1113.1903093150881,0.10532552797253303,1113.1903093150881,1113.1903093150881,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,86,1790094770,520,0.02,15,0.05835406643897622,1.0,1.0,54,22,31.063491012901068,27.890413543298983,15.04957857914269,48.884674869132866,15151.673816348139,3.670273573484922,1738.766456357184,3.670273573484922,1738.766456357184,1738.766456357184,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,86,1626868127,520,0.02,15,0.07516819764242991,1.0,1.0,49,5,34.217467065900564,30.201312374377338,16.29556822683662,53.51176338518097,1909.4015592380165,0.015773688136012785,1376.092482889403,0.015773688136012785,1376.092482889403,1376.092482889403,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,86,598146073,520,0.02,15,0.09379933685866294,0.0,0.0,-1,0,34.86879309639335,31.088960266564616,16.748700100928545,57.44411457628796,3400.3398598733575,0.0682432790879619,1686.4778270319287,0.0682432790879619,1686.4778270319287,1686.4778270319287,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,86,1324178195,520,0.02,15,0.07504239072968089,1.0,1.0,50,19,34.60541903041303,31.021965628651042,16.733445085119456,57.9700821792241,18196.405365436243,0.38338693919109845,1132.5033408947172,0.38338693919109845,1132.5033408947172,1132.5033408947172,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,87,1357457713,520,0.02,15,0.05526224033026558,1.0,1.0,54,25,31.703926855698228,28.371608184758,15.301098909927532,48.513504229771776,14771.60383195959,3.7038880163750996,1720.480310154905,3.7038880163750996,1720.480310154905,1720.480310154905,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,87,246722394,520,0.02,15,0.0811579093830246,0.0,0.0,-1,0,34.56453396938741,31.39770881478818,16.894533916842192,51.16146764028514,1460.975273353607,0.5939820371395703,1377.7555865944028,0.5939820371395703,1377.7555865944028,1377.7555865944028,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,87,93929840,520,0.02,15,0.08805678087870714,0.0,0.0,-1,0,36.59929893910885,31.721287024601434,17.067610542988405,57.80543921460636,3415.6147650632756,0.12767312693754657,1729.429867192028,0.12767312693754657,1729.429867192028,1729.429867192028,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,87,678580093,520,0.02,15,0.05215556768104886,1.0,1.0,49,11,34.90574983879924,30.963303037704183,16.695542372995988,56.6352547753907,4392.006920574743,0.04093556453083934,1267.5413086077358,0.04093556453083934,1267.5413086077358,1267.5413086077358,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,88,1549464331,520,0.02,15,0.05622253967558502,1.0,1.0,55,20,32.65217714942992,28.451452275308277,15.342038864037022,48.80926325295513,15322.51597885064,3.2910265928861877,1786.564514525591,3.2910265928861877,1786.564514525591,1786.564514525591,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,88,145457436,520,0.02,15,0.0762654432642889,1.0,1.0,163,2,52.14967601932585,30.88978687256503,16.66170047991909,52.42520385964893,1687.6026055306045,0.03821973408445122,1240.7447875138585,0.03821973408445122,1240.7447875138585,1240.7447875138585,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,88,1616432772,520,0.02,15,0.09510386250214155,0.0,0.0,-1,0,55.19810994155705,31.769260338758333,17.123955991119146,54.95661247617959,2754.64603365625,0.014606272167428484,1580.7711443436895,0.014606272167428484,1580.7711443436895,1580.7711443436895,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,88,1904541351,520,0.02,15,0.07940016350441023,1.0,1.0,475,4,35.098496126011014,31.0754069691309,16.760631218086928,57.52048795560951,20568.073722556568,0.6148620777502403,1205.5116402510973,0.6148620777502403,1205.5116402510973,1205.5116402510973,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,89,810574663,520,0.02,15,0.05842605180876638,1.0,1.0,55,23,33.29394501633942,28.8621575696967,15.557240561116487,48.720824270726425,15160.252064021483,3.1704833449942766,1729.929409304397,3.1704833449942766,1729.929409304397,1729.929409304397,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,89,47395820,520,0.02,15,0.08003556035161699,0.0,0.0,-1,0,84.64629203081131,30.78410364060591,16.624007124919444,52.01175497378641,1482.4989250102408,0.4265713033752253,1363.4286157779738,0.4265713033752253,1363.4286157779738,1363.4286157779738,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,89,1498026502,520,0.02,15,0.09819961425818642,0.0,0.0,-1,0,37.251022877171636,31.4389324764936,16.949956216150895,55.8003728139275,3215.416234055505,0.09518944972477976,1630.875734415555,0.09518944972477976,1630.875734415555,1630.875734415555,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,89,1153814408,520,0.02,15,0.07953343753168152,1.0,1.0,50,1,36.08185891062021,30.523913121298673,16.48239159421064,59.66065179432191,5132.4889909008,0.3789495571404107,1334.746656737811,0.3789495571404107,1334.746656737811,1334.746656737811,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,90,1613526909,520,0.02,15,0.048921759340354434,1.0,1.0,53,20,31.92086983472109,27.37728496073172,14.798321289941669,48.673591442420744,15005.55778511287,3.296894748292282,1739.3951975069267,3.296894748292282,1739.3951975069267,1739.3951975069267,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,90,381419093,520,0.02,15,0.08051018193335716,0.0,0.0,-1,0,31.453375006094575,28.23193139092137,15.27796289185062,51.839759237264914,1502.9704588844909,0.34385761835028816,1280.2056625423195,0.34385761835028816,1280.2056625423195,1280.2056625423195,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,90,858316104,520,0.02,15,0.09124644349762395,0.0,0.0,-1,0,35.948550095781684,30.863055252344704,16.60888059088029,55.0435372829122,4650.607950515597,0.1256169927225724,1799.1401660085164,0.1256169927225724,1799.1401660085164,1799.1401660085164,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,90,315669163,520,0.02,15,0.0723517692480731,1.0,1.0,49,7,35.50781705416739,32.23194481912427,17.325007491046563,56.43342529311024,14145.338455779445,0.1726651917687703,1328.5487515017962,0.1726651917687703,1328.5487515017962,1328.5487515017962,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,91,216152923,520,0.02,15,0.054880273737513856,1.0,1.0,54,20,32.47967385686934,27.93078066987129,15.069413806078956,49.46189745672386,15087.180792569166,4.700346135582943,1769.109394734006,4.700346135582943,1769.109394734006,1769.109394734006,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,91,356148308,520,0.02,15,0.08190126124457411,0.0,0.0,-1,0,31.93955193273723,27.973067599277083,15.16644208598882,52.920936636379324,1516.126391361607,0.29068882682899655,1319.0052267066305,0.29068882682899655,1319.0052267066305,1319.0052267066305,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,91,1096941264,520,0.02,15,0.09262944298064266,0.0,0.0,-1,0,34.53005710616708,29.050893820105838,15.672482060967013,54.220765693086186,3009.8008458328163,0.1393640590353853,1660.859666972864,0.1393640590353853,1660.859666972864,1660.859666972864,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,91,1883244328,520,0.02,15,0.07542741250544313,1.0,1.0,157,11,51.1593681294471,30.201888443060362,16.30504875187762,56.12131447982986,24953.93386745871,0.08026830463757437,1247.2376088320023,0.08026830463757437,1247.2376088320023,1247.2376088320023,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,92,453265976,520,0.02,15,0.058765165771695216,1.0,1.0,53,18,69.30728605948389,28.417808254912067,15.348808342823759,47.47539674021591,15009.79380247076,3.6770634540717575,1779.7563669593187,3.6770634540717575,1779.7563669593187,1779.7563669593187,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,92,1061866508,520,0.02,15,0.07972806971614299,1.0,1.0,394,1,34.2506121378392,30.650794515475773,16.51276872283779,51.354168303794225,1972.6272883300135,0.016429854708422304,1285.0881665883953,0.016429854708422304,1285.0881665883953,1285.0881665883953,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,92,1396572665,520,0.02,15,0.09445258806128579,0.0,0.0,-1,0,34.821085166186094,31.718708221048402,17.047570099122822,55.88611682397845,3573.8695227431635,1.0009468509748403,1854.4176175283756,1.0009468509748403,1854.4176175283756,1854.4176175283756,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,92,732078238,520,0.02,15,0.07637516701403094,1.0,1.0,385,6,43.013415997847915,31.218351650750265,16.819530548062176,57.17675417340715,17030.044062279445,0.1295779725082783,1189.228332870101,0.1295779725082783,1189.228332870101,1189.228332870101,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,93,8429317,520,0.02,15,0.05251011826825902,1.0,1.0,54,19,31.890345038846135,28.098440883108058,15.158374845981598,48.39295653087042,15079.483756903459,3.561086544846266,1768.3101030173325,3.561086544846266,1768.3101030173325,1768.3101030173325,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,93,2145786761,520,0.02,15,0.08076143068380441,0.0,0.0,-1,0,34.351573092862964,30.175468578146628,16.27352824108675,51.68654295213629,1429.743902569683,0.12020048897880378,1358.0678619303635,0.12020048897880378,1358.0678619303635,1358.0678619303635,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,93,1482034302,520,0.02,15,0.09492631517319246,0.0,0.0,-1,0,34.44302105344832,31.110494632202272,16.73460800293833,55.89602178661157,3247.857933025131,0.0449630536624241,1803.0281714249297,0.0449630536624241,1803.0281714249297,1803.0281714249297,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,93,1172472159,520,0.02,15,0.04669543602734421,1.0,1.0,50,12,35.63318611122668,30.67595774280982,16.54997486784123,57.21871622874524,12662.568320075328,0.02801216204634802,1304.32995499018,0.02801216204634802,1304.32995499018,1304.32995499018,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,94,717185555,520,0.02,15,0.06190180666440212,1.0,1.0,54,19,30.218956992030144,26.932125955891724,14.57252060296014,47.77710961015714,14832.910662925035,3.4072008171055996,1755.7262046547403,3.4072008171055996,1755.7262046547403,1755.7262046547403,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,94,651398631,520,0.02,15,0.0755971992492243,1.0,1.0,390,5,37.09403797984123,29.53816988111402,15.99150643311441,51.92416985387057,2471.664319550474,0.07302561018061467,1312.9239927676795,0.07302561018061467,1312.9239927676795,1312.9239927676795,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,94,672345613,520,0.02,15,0.07905374221524542,1.0,1.0,47,2,70.35526703111827,30.74104446792402,16.585591639159247,54.994693443635626,3695.272529645063,0.26748565696978277,1716.0426629237422,0.26748565696978277,1716.0426629237422,1716.0426629237422,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
